Period 	 T100 	 T0 
120 	 3.740000 	 2.747000 
Point Number 	 Temperature 
 1193 	 53.992628 
 1194 	 53.593564 
 1195 	 53.628265 
 1196 	 53.610914 
 1197 	 53.610914 
 1198 	 53.992628 
 1199 	 53.576213 
 1200 	 54.009978 
 1201 	 53.576213 
 1202 	 53.975277 
 1203 	 53.610914 
 1204 	 53.905875 
 1205 	 53.576213 
 1206 	 53.610914 
 1207 	 54.166133 
 1208 	 53.957926 
 1209 	 53.975277 
 1210 	 53.593564 
 1211 	 53.593564 
 1212 	 53.576213 
 1213 	 53.905875 
 1214 	 53.576213 
 1215 	 53.576213 
 1216 	 53.923225 
 1217 	 53.593564 
 1218 	 53.558863 
 1219 	 53.888524 
 1220 	 53.905875 
 1221 	 53.940576 
 1222 	 53.593564 
 1223 	 53.558863 
 1224 	 53.524161 
 1225 	 53.853823 
 1226 	 53.524161 
 1227 	 53.957926 
 1228 	 53.871173 
 1229 	 53.524161 
 1230 	 53.524161 
 1231 	 53.524161 
 1232 	 53.524161 
 1233 	 53.541512 
 1234 	 53.524161 
